time_sixteenth_note,pitch
272,53.0
273,53.0
274,53.0
275,53.0
276,53.0
277,53.0
278,53.0
279,53.0
280,53.0
281,53.0
282,53.0
283,53.0
284,53.0
285,53.0
286,53.0
287,53.0
288,53.0
289,50.0
290,50.0
291,50.0
292,50.0
293,50.0
294,50.0
295,50.0
296,50.0
297,50.0
298,50.0
299,50.0
300,50.0
301,50.0
302,50.0
303,50.0
304,50.0
305,52.0
306,52.0
307,52.0
308,52.0
309,52.0
310,52.0
311,52.0
312,52.0
313,52.0
314,52.0
315,52.0
316,52.0
317,52.0
318,52.0
319,52.0
320,52.0
321,55.0
322,55.0
323,55.0
324,55.0
325,55.0
326,55.0
327,55.0
328,55.0
329,55.0
330,55.0
331,55.0
332,55.0
333,55.0
334,55.0
335,55.0
336,55.0
337,53.0
338,53.0
339,53.0
340,53.0
341,53.0
342,53.0
343,53.0
344,53.0
345,53.0
346,53.0
347,53.0
348,53.0
349,53.0
350,53.0
351,53.0
352,53.0
353,48.0
354,48.0
355,48.0
356,48.0
357,48.0
358,48.0
359,48.0
360,48.0
361,48.0
362,48.0
363,48.0
364,48.0
365,48.0
366,48.0
367,48.0
368,48.0
369,51.0
370,51.0
371,51.0
372,51.0
373,51.0
374,51.0
375,51.0
376,51.0
377,51.0
378,51.0
379,51.0
380,51.0
381,51.0
382,51.0
383,51.0
384,51.0
385,53.0
386,53.0
387,53.0
388,53.0
389,53.0
390,53.0
391,53.0
392,53.0
393,53.0
394,53.0
395,53.0
396,53.0
397,53.0
398,53.0
399,53.0
400,53.0
401,53.0
402,53.0
403,53.0
404,53.0
405,53.0
406,53.0
407,53.0
408,53.0
409,53.0
410,53.0
411,53.0
412,53.0
413,53.0
414,53.0
415,53.0
416,53.0
417,52.0
418,52.0
419,52.0
420,52.0
421,52.0
422,52.0
423,52.0
424,52.0
425,52.0
426,52.0
427,52.0
428,52.0
429,52.0
430,52.0
431,52.0
432,52.0
433,50.0
434,50.0
435,50.0
436,50.0
437,50.0
438,50.0
439,50.0
440,50.0
441,50.0
442,50.0
443,50.0
444,50.0
445,50.0
446,50.0
447,50.0
448,50.0
449,50.0
450,50.0
451,50.0
452,50.0
453,50.0
454,50.0
455,50.0
456,50.0
457,50.0
458,50.0
459,50.0
460,50.0
461,50.0
462,50.0
463,50.0
464,50.0
465,51.0
466,51.0
467,51.0
468,51.0
469,51.0
470,51.0
471,51.0
472,51.0
473,51.0
474,51.0
475,51.0
476,51.0
477,51.0
478,51.0
479,51.0
480,51.0
481,52.0
482,52.0
483,52.0
484,52.0
485,52.0
486,52.0
487,52.0
488,52.0
489,52.0
490,52.0
491,52.0
492,52.0
493,52.0
494,52.0
495,52.0
496,52.0
497,50.0
498,50.0
499,50.0
500,50.0
501,50.0
502,50.0
503,50.0
504,50.0
505,50.0
506,50.0
507,50.0
508,50.0
509,50.0
510,50.0
511,50.0
512,50.0
513,50.0
514,50.0
515,50.0
516,50.0
517,50.0
518,50.0
519,50.0
520,50.0
521,50.0
522,50.0
523,50.0
524,50.0
525,50.0
526,50.0
527,50.0
528,50.0
529,48.0
530,48.0
531,48.0
532,48.0
533,48.0
534,48.0
535,48.0
536,48.0
537,48.0
538,48.0
539,48.0
540,48.0
541,48.0
542,48.0
543,48.0
544,48.0
545,48.0
546,48.0
547,48.0
548,48.0
549,48.0
550,48.0
551,48.0
552,48.0
553,48.0
554,48.0
555,48.0
556,48.0
557,48.0
558,48.0
559,48.0
560,48.0
561,47.0
562,47.0
563,47.0
564,47.0
565,47.0
566,47.0
567,47.0
568,47.0
569,47.0
570,47.0
571,47.0
572,47.0
573,47.0
574,47.0
575,47.0
576,48.0
577,48.0
578,48.0
579,48.0
580,48.0
581,48.0
582,48.0
583,48.0
584,48.0
585,48.0
586,48.0
587,48.0
588,48.0
589,48.0
590,48.0
591,48.0
592,48.0
593,48.0
594,48.0
595,48.0
596,48.0
597,48.0
598,48.0
599,48.0
600,48.0
601,48.0
602,48.0
603,48.0
604,48.0
605,48.0
606,48.0
607,48.0
608,48.0
609,48.0
610,48.0
611,48.0
612,48.0
613,48.0
614,48.0
615,48.0
616,48.0
617,48.0
618,48.0
619,48.0
620,48.0
621,48.0
622,48.0
623,48.0
624,48.0
625,48.0
626,48.0
627,48.0
628,48.0
629,48.0
630,48.0
631,48.0
632,48.0
633,48.0
634,48.0
635,48.0
636,48.0
637,48.0
638,48.0
639,48.0
640,48.0
641,48.0
642,48.0
643,48.0
644,48.0
645,48.0
646,48.0
647,48.0
648,48.0
649,48.0
650,48.0
651,48.0
652,48.0
653,48.0
654,48.0
655,48.0
656,48.0
657,48.0
658,55.0
659,55.0
660,57.0
661,57.0
662,59.0
663,59.0
664,60.0
665,60.0
666,60.0
667,62.0
668,59.0
669,59.0
670,64.0
671,64.0
672,57.0
673,57.0
674,62.0
675,62.0
676,62.0
677,64.0
678,62.0
679,60.0
680,59.0
681,59.0
682,60.0
683,60.0
684,60.0
685,60.0
686,58.0
687,58.0
688,57.0
689,57.0
690,62.0
691,62.0
692,55.0
693,55.0
694,60.0
695,60.0
696,60.0
697,57.0
698,59.0
699,60.0
700,62.0
701,62.0
702,62.0
703,62.0
704,55.0
705,55.0
706,55.0
707,55.0
708,55.0
709,55.0
710,55.0
711,55.0
712,57.0
713,57.0
714,59.0
715,59.0
716,60.0
717,60.0
718,60.0
719,62.0
720,59.0
721,59.0
722,64.0
723,64.0
724,57.0
725,57.0
726,62.0
727,62.0
728,62.0
729,64.0
730,62.0
731,60.0
732,59.0
733,59.0
734,64.0
735,64.0
736,64.0
737,64.0
738,64.0
739,64.0
740,62.0
741,62.0
742,62.0
743,62.0
744,60.0
745,59.0
746,60.0
747,57.0
748,64.0
749,62.0
750,60.0
751,59.0
752,60.0
753,57.0
754,59.0
755,60.0
756,62.0
757,60.0
758,59.0
759,57.0
760,55.0
761,55.0
762,55.0
763,55.0
764,55.0
765,55.0
766,55.0
767,55.0
768,55.0
769,55.0
770,55.0
771,55.0
772,55.0
773,55.0
774,55.0
775,55.0
776,55.0
777,55.0
778,55.0
779,55.0
780,55.0
781,55.0
782,55.0
783,55.0
784,55.0
785,55.0
786,52.0
787,52.0
788,54.0
789,54.0
790,56.0
791,56.0
792,57.0
793,57.0
794,57.0
795,59.0
796,56.0
797,56.0
798,60.0
799,60.0
800,54.0
801,54.0
802,59.0
803,59.0
804,59.0
805,60.0
806,59.0
807,57.0
808,56.0
809,56.0
810,57.0
811,57.0
812,57.0
813,57.0
814,56.0
815,56.0
816,57.0
817,57.0
818,57.0
819,57.0
820,57.0
821,57.0
822,55.0
823,55.0
824,57.0
825,57.0
826,59.0
827,59.0
828,60.0
829,60.0
830,60.0
831,62.0
832,59.0
833,59.0
834,64.0
835,64.0
836,57.0
837,57.0
838,62.0
839,62.0
840,62.0
841,62.0
842,55.0
843,55.0
844,62.0
845,62.0
846,62.0
847,62.0
848,60.0
849,60.0
850,57.0
851,57.0
852,64.0
853,64.0
854,64.0
855,64.0
856,62.0
857,62.0
858,62.0
859,62.0
860,62.0
861,62.0
862,62.0
863,62.0
864,62.0
865,62.0
866,57.0
867,57.0
868,59.0
869,59.0
870,61.0
871,61.0
872,62.0
873,62.0
874,62.0
875,64.0
876,60.0
877,60.0
878,65.0
879,65.0
880,59.0
881,59.0
882,64.0
883,64.0
884,64.0
885,65.0
886,64.0
887,62.0
888,61.0
889,61.0
890,61.0
891,61.0
892,61.0
893,61.0
894,61.0
895,61.0
896,61.0
897,61.0
898,57.0
899,57.0
900,59.0
901,59.0
902,61.0
903,61.0
904,62.0
905,62.0
906,62.0
907,64.0
908,60.0
909,60.0
910,66.0
911,66.0
912,59.0
913,59.0
914,64.0
915,64.0
916,64.0
917,66.0
918,64.0
919,62.0
920,60.0
921,60.0
922,60.0
923,60.0
924,60.0
925,60.0
926,60.0
927,60.0
928,60.0
929,62.0
930,60.0
931,59.0
932,57.0
933,55.0
934,57.0
935,54.0
936,55.0
937,55.0
938,59.0
939,59.0
940,60.0
941,60.0
942,62.0
943,62.0
944,64.0
945,64.0
946,64.0
947,65.0
948,62.0
949,62.0
950,67.0
951,67.0
952,60.0
953,60.0
954,65.0
955,65.0
956,65.0
957,67.0
958,65.0
959,64.0
960,62.0
961,62.0
962,62.0
963,62.0
964,64.0
965,64.0
966,62.0
967,62.0
968,62.0
969,62.0
970,55.0
971,55.0
972,55.0
973,55.0
974,55.0
975,55.0
976,55.0
977,55.0
978,48.0
979,48.0
980,50.0
981,50.0
982,52.0
983,52.0
984,53.0
985,53.0
986,53.0
987,55.0
988,52.0
989,52.0
990,57.0
991,57.0
992,50.0
993,50.0
994,55.0
995,55.0
996,55.0
997,57.0
998,55.0
999,53.0
1000,52.0
1001,50.0
1002,52.0
1003,53.0
1004,55.0
1005,57.0
1006,58.0
1007,55.0
1008,57.0
1009,52.0
1010,53.0
1011,55.0
1012,57.0
1013,59.0
1014,60.0
1015,57.0
1016,59.0
1017,59.0
1018,59.0
1019,59.0
1020,59.0
1021,59.0
1022,59.0
1023,59.0
1024,60.0
1025,60.0
1026,60.0
1027,60.0
1028,60.0
1029,60.0
1030,60.0
1031,60.0
1032,60.0
1033,60.0
1034,60.0
1035,60.0
1036,60.0
1037,60.0
1038,60.0
1039,60.0
