time_sixteenth_note,pitch
17,64.0
18,64.0
19,64.0
20,64.0
21,64.0
22,64.0
23,64.0
24,64.0
25,64.0
26,64.0
27,64.0
28,64.0
29,64.0
30,64.0
31,64.0
32,64.0
33,62.0
34,62.0
35,62.0
36,62.0
37,62.0
38,62.0
39,62.0
40,62.0
41,62.0
42,62.0
43,62.0
44,62.0
45,62.0
46,62.0
47,62.0
48,62.0
49,62.0
50,62.0
51,62.0
52,62.0
53,62.0
54,62.0
55,62.0
56,62.0
57,62.0
58,62.0
59,62.0
60,62.0
61,62.0
62,62.0
63,62.0
64,62.0
65,64.0
66,64.0
67,64.0
68,64.0
69,64.0
70,64.0
71,64.0
72,64.0
73,64.0
74,64.0
75,64.0
76,64.0
77,64.0
78,64.0
79,64.0
80,64.0
81,64.0
82,64.0
83,64.0
84,64.0
85,64.0
86,64.0
87,64.0
88,64.0
89,64.0
90,64.0
91,64.0
92,64.0
93,64.0
94,64.0
95,64.0
96,64.0
97,62.0
98,62.0
99,62.0
100,62.0
101,62.0
102,62.0
103,62.0
104,62.0
105,62.0
106,62.0
107,62.0
108,62.0
109,62.0
110,62.0
111,62.0
112,62.0
113,62.0
114,62.0
115,62.0
116,62.0
117,62.0
118,62.0
119,62.0
120,62.0
121,62.0
122,62.0
123,62.0
124,62.0
125,62.0
126,62.0
127,62.0
128,62.0
129,60.0
130,60.0
131,60.0
132,60.0
133,60.0
134,60.0
135,60.0
136,60.0
137,60.0
138,60.0
139,60.0
140,60.0
141,60.0
142,60.0
143,60.0
144,60.0
145,60.0
146,60.0
147,60.0
148,60.0
149,60.0
150,60.0
151,60.0
152,60.0
153,60.0
154,60.0
155,60.0
156,60.0
157,60.0
158,60.0
159,60.0
160,60.0
161,57.0
162,57.0
163,57.0
164,57.0
165,57.0
166,57.0
167,57.0
168,57.0
169,57.0
170,57.0
171,57.0
172,57.0
173,57.0
174,57.0
175,57.0
176,57.0
177,59.0
178,59.0
179,59.0
180,59.0
181,59.0
182,59.0
183,59.0
184,59.0
185,59.0
186,59.0
187,59.0
188,59.0
189,59.0
190,59.0
191,59.0
192,59.0
193,58.0
194,58.0
195,58.0
196,58.0
197,58.0
198,58.0
199,58.0
200,58.0
201,58.0
202,58.0
203,58.0
204,58.0
205,58.0
206,58.0
207,58.0
208,58.0
209,57.0
210,57.0
211,57.0
212,57.0
213,57.0
214,57.0
215,57.0
216,57.0
217,57.0
218,57.0
219,57.0
220,57.0
221,57.0
222,57.0
223,57.0
224,57.0
225,56.0
226,56.0
227,56.0
228,56.0
229,56.0
230,56.0
231,56.0
232,56.0
233,56.0
234,56.0
235,56.0
236,56.0
237,56.0
238,56.0
239,56.0
240,56.0
241,55.0
242,55.0
243,55.0
244,55.0
245,55.0
246,55.0
247,55.0
248,55.0
249,55.0
250,55.0
251,55.0
252,55.0
253,55.0
254,55.0
255,55.0
256,55.0
257,53.0
258,53.0
259,53.0
260,53.0
261,53.0
262,53.0
263,53.0
264,53.0
265,53.0
266,53.0
267,53.0
268,53.0
269,53.0
270,53.0
271,53.0
